ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
1294,Missi,NULL,Pyle,1972-11-16,"​From Wikipedia, the free encyclopedia.  

An","Houston, Texas, U.S."
1295,Deep,NULL,Roy,0000-00-00,,
1327,Ian,NULL,McKellen,1939-05-25,"Sir Ian Murray McKellen is an English actor. ","Burnley, England"
1328,Sean,NULL,Astin,1971-02-25,"From Wikipedia, the free encyclopedia

Sean A","Santa Monica, California,"
1329,Billy,NULL,Boyd,1968-08-28,"​From Wikipedia, the free encyclopedia.  

Bi","Glasgow, Scotland, UK"
1330,Dominic,NULL,Monaghan,1976-12-08,"From Wikipedia, the free encyclopedia.

Domin","Berlin, Germany"
1331,Hugo,NULL,Weaving,1960-04-04,"From Wikipedia, the free encyclopedia

Hugo W","Ibadan, Nigeria"
1332,Craig,NULL,Parker,1970-11-12,"From Wikipedia, the free encyclopedia

Craig ","Suva - Fiji"
1333,Andy,NULL,Serkis,1964-04-20,"Andrew C. G. ""Andy"" Serkis (born 20 April 196","Ruislip, Middlesex, UK"
1336,Jet,NULL,Li,1963-04-26,"Li Lian Jie (born April 26, 1963), better kno","Beijing, China"
1341,Donnie,NULL,Yen,1963-07-27,"From Wikipedia, the free encyclopedia.

Donni","Canton, China"
1365,Lawrence,NULL,Makoare,1968-03-20,,"Baston Point, Auckland, N"
1366,Sala,NULL,Baker,0000-00-00,,
1369,Bernard,NULL,Hill,1944-12-17,"From Wikipedia, the free encyclopedia.  Berna","Manchester, England, Unit"
1370,Brad,NULL,Dourif,1950-03-18,"From Wikipedia, the free encyclopedia

Bradfo","Huntington, West Virginia"
1371,David,NULL,Wenham,1965-09-21,"​From Wikipedia, the free encyclopedia

David","Marrickville, Sydney, Aus"
1372,Karl,NULL,Urban,1972-06-07,"He is known for playing Éomer in the second a","Wellington - New Zealand"
1381,John,NULL,Noble,1948-08-20,"From Wikipedia, the free encyclopedia.

John ","Port Pirie - South Austra"
1382,Paul,NULL,Norell,1952-02-11,,
1383,Thomas,NULL,Robins,0000-00-00,,
1430,Keith,NULL,Richards,1943-12-18,"From Wikipedia, the free encyclopedia.  

Kei","Dartford, Kent, England, "
1461,George,NULL,Clooney,1961-05-06,"From Wikipedia, the free encyclopedia.

Timot","Lexington - Kentucky - US"
1462,Tim,Blake,Nelson,1964-05-11,"From Wikipedia, the free encyclopedia

Tim Bl","Tulsa, Oklahoma, USA"
1470,Wayne,NULL,Duvall,1958-05-29,"From Wikipedia, the free encyclopedia

Wayne ","Silver Spring - Maryland "
1532,Bill,NULL,Murray,1950-09-21,"From Wikipedia, the free encyclopedia

Willia","Wilmette, Illinois, USA"
1537,Angela,NULL,Paton,1930-01-11,,"Brooklyn, New York City, "
1579,Maggie,NULL,Gyllenhaal,1977-11-16,"From Wikipedia, the free encyclopedia.  Marga","Lower East Side, New York"
1607,Juan,NULL,Fernández,1956-12-13,"From Wikipedia, the free encyclopedia.

Juan ",
1619,Chow,NULL,Yun-Fat,1955-05-18,"Chow Yun Fat is a charismatic, athletically b","Lamma Island, Hong Kong"
1620,Michelle,NULL,Yeoh,1962-08-06,"From Wikipedia, the free encyclopedia.

Miche","Ipoh, Perak, Malaysia"
1639,Emily,NULL,Watson,1967-01-14,"​From Wikipedia, the free encyclopedia.

Emil","Islington, London, Englan"
1640,Stellan,NULL,Skarsgård,1951-06-13,"From Wikipedia, the free encyclopedia

Stella","Gothenburg, Västra Götala"
1642,Jean-Marc,NULL,Barr,1960-09-27,"From Wikipedia, the free encyclopedia

Jean-M","Bitburg, Rhineland-Palati"
1643,Adrian,NULL,Rawlins,1958-03-27,,"Stoke-on-Trent, Staffords"
1646,Udo,NULL,Kier,1944-10-14,"From Wikipedia, the free encyclopedia

Udo Ki","Cologne, Germany"
1650,François,NULL,Truffaut,1932-02-06,"From Wikipedia, the free encyclopedia.

Franç","Paris, France"
1665,Eddie,NULL,Marsan,1968-06-23,"​From Wikipedia, the free encyclopedia

Edwar","Stepney, East London, Eng"
1709,Jack,NULL,Davenport,1973-03-01,"​From Wikipedia, the free encyclopedia

Jack ","Suffolk, England, UK"
1710,Lee,NULL,Arenberg,1962-07-18,,
1711,Mackenzie,NULL,Crook,1971-09-29,"From Wikipedia, the free encyclopedia.

Paul ","Maidstone - Kent - Englan"
1712,Damian,NULL,O'Hare,0000-00-00,,
1713,Giles,NULL,New,0000-00-00,,
1714,Angus,NULL,Barnett,0000-00-00,,
1715,David,NULL,Bailie,0000-00-00,,
1716,Michael,Berry,Jr.,0000-00-00,,
1717,Isaac,C.,Singleton,0000-00-00,"From Wikipedia, the free encyclopedia.

Isaac","Melbourne, Florida, USA"
1733,Nick,NULL,Nolte,1941-02-08,"From Wikipedia, the free encyclopedia. Nichol","Omaha, Nebraska, USA"
1736,James,NULL,Remar,1953-12-31,"James Remar (born December 31, 1953) is an Am","Boston, Massachusetts, U."
1739,James,NULL,Keane,1952-09-26,,
1748,William,NULL,Shatner,1931-03-22,"From Wikipedia, the free encyclopedia

Willia","Montreal, Quebec, Canada"
1749,Leonard,NULL,Nimoy,1931-03-26,"Leonard Nimoy is an American actor, film dire","Boston, Massachusetts, US"
1750,DeForest,NULL,Kelley,1920-01-20,"From Wikipedia, the free encyclopedia

Jackso","Atlanta, Georgia, USA"
1751,James,NULL,Doohan,1920-03-03,"From Wikipedia, the free encyclopedia.  James","Vancouver, British Columb"
1752,George,NULL,Takei,1937-04-20,"From Wikipedia, the free encyclopedia  George","Los Angeles, California, "
1753,Nichelle,NULL,Nichols,1932-12-28,"​From Wikipedia, the free encyclopedia.    Ni","Robbins, Illinois, USA"
1754,Walter,NULL,Koenig,1936-09-14,"Walter Marvin Koenig (/ˈkeɪnɪɡ/; born Septemb","Chicago, Illinois USA"
1755,Majel,NULL,Barrett,1932-02-23,"​From Wikipedia, the free encyclopedia.

DMaj","Columbus, Ohio, USA"
1756,Stephen,NULL,Collins,1947-10-01,,
1757,Persis,NULL,Khambatta,1948-10-02,"​From Wikipedia, the free encyclopedia

Persi","Bombay, Maharashtra, Indi"
1759,Grace,Lee,Whitney,1930-04-01,,
1769,Sofia,NULL,Coppola,1971-05-14,"​From Wikipedia, the free encyclopedia

Sofia","New York City, New York, "
1771,Giovanni,NULL,Ribisi,1974-12-17,"From Wikipedia, the free encyclopedia.

Giova","Los Angeles, California, "
1772,Anna,NULL,Faris,1976-11-29,"From Wikipedia, the free encyclopedia.

Anna ","Baltimore - Maryland - US"
1793,Ricardo,NULL,Montalban,1920-11-25,"​From Wikipedia, the free encyclopedia Ricard","Mexico City, Mexico"
1794,Bibi,NULL,Besch,1940-02-01,"From Wikipedia, the free encyclopedia  Bibian","Vienna, Austria"
1795,Merritt,NULL,Butrick,1959-09-03,,
1796,Kirstie,NULL,Alley,1951-01-12,"From Wikipedia, the free encyclopedia.  Kirst","Wichita, Kansas, USA"
1799,Michael,NULL,Minor,0000-00-00,,
1810,Heath,NULL,Ledger,1979-04-04,"Heath Andrew Ledger was an Australian televis","Perth, Western Australia,"
1812,Michelle,NULL,Williams,1980-09-09,"From Wikipedia, the free encyclopedia.  Miche","Kalispell, Montana, USA"
1813,Anne,NULL,Hathaway,1982-11-12,"From Wikipedia, the free encyclopedia

Anne J","Brooklyn, New York, USA"
1818,Paul,NULL,Winfield,1939-05-22,"From Wikipedia, the free encyclopedia.  Paul ","Los Angeles, California, "
1820,Mark,NULL,Lenard,1924-10-15,,
1833,Jamie,NULL,Sives,1973-08-02,"​From Wikipedia, the free encyclopedia.  

Ja","Lochend, Edinburgh, Scotl"
1834,Shirley,NULL,Henderson,1965-11-24,"From Wikipedia, the free encyclopedia.  Shirl","Forres, Morayshire, Scotl"
1844,Til,NULL,Schweiger,1963-12-19,"​From Wikipedia, the free encyclopedia.

Tilm","Freiburg im Breisgau, Ger"
1892,Matt,NULL,Damon,1970-10-08,"Matthew Paige ""Matt"" Damon (born October 8, 1","Boston, Massachusetts, US"
1893,Casey,NULL,Affleck,1975-08-12,"From Wikipedia, the free encyclopedia

Caleb ","Falmouth, Massachusetts, "
1894,Scott,NULL,Caan,1976-08-23,"From Wikipedia, the free encyclopedia.

Scott","Los Angeles, California, "
1895,Carl,NULL,Reiner,1922-03-20,"From Wikipedia, the free encyclopedia.

Carl ","Bronx, New York, U.S."
1896,Don,NULL,Cheadle,1964-11-29,"Donald Frank ""Don"" Cheadle, Jr. was on born N","Kansas City, Missouri, US"
1897,Bernie,NULL,Mac,1957-10-05,"Bernard Jeffrey McCullough (October 5, 1957 –","Chicago, IL"
1898,Eddie,NULL,Jemison,0000-00-00,,
1900,Shaobo,NULL,Qin,0000-00-00,,
1903,Alan,NULL,Arkin,1934-03-26,"From Wikipedia, the free encyclopedia  
  Ala","New York City, New York, "
1904,Anthony,Michael,Hall,1968-04-14,"Michael Anthony Hall (born April 14, 1968), k","Boston, Massachusetts, US"
1906,Scott,L.,Schwartz,0000-00-00,,
1907,Kathy,NULL,Baker,1950-06-08,"From Wikipedia, the free encyclopedia.

Kathe","Midland, Texas, U.S."
1912,O-Lan,NULL,Jones,1950-05-23,,"Los Angeles, California, "
1920,Winona,NULL,Ryder,1971-10-29,"​From Wikipedia, the free encyclopedia.  

Wi","Winona, Minnesota, USA"
1922,Catherine,NULL,Zeta-Jones,1969-09-25,"Catherine Zeta-Jones, CBE, (born 25 September","Swansea, West Glamorgan, "
1923,Robbie,NULL,Coltrane,1950-03-30,"Robbie Coltrane, is a Scottish actor, comedia","Rutherglen, South Lanarks"
1924,Jeroen,NULL,Krabbé,1944-05-12,"​From Wikipedia, the free encyclopedia.

Jero","Amsterdam, Noord-Holland,"
1925,Vincent,NULL,Cassel,1966-11-23,"​From Wikipedia, the free encyclopedia.  

Vi","Paris, France"
1926,Eddie,NULL,Izzard,1962-02-07,"From Wikipedia, the free encyclopedia.

Edwar","Aden, Yemen"
1937,Mickey,NULL,Rooney,1920-09-23,"From Wikipedia, the free encyclopedia.

Micke","Brooklyn, New York, USA"
1951,Elisabeth,NULL,Shue,1963-10-06,"From Wikipedia, the free encyclopedia.

Elisa","Wilmington, Delaware, USA"
1953,Casey,NULL,Siemaszko,1961-03-17,"Casey Siemaszko (born Kazimierz A. Siemaszko)","Chicago - Illinois - USA"
1954,Billy,NULL,Zane,1966-02-24,"From Wikipedia, the free encyclopedia  Willia","Chicago, Illinois, USA "
1981,Alfre,NULL,Woodard,1952-11-08,"From Wikipedia, the free encyclopedia

Alfre ","Tulsa, Oklahoma, U.S."
1983,Vincent,NULL,Laresca,1974-01-21,"From Wikipedia, the free encyclopedia.  

Vin","New York City - New York "
1986,Peter,NULL,Gerety,1940-05-17,"From Wikipedia, the free encyclopedia.

Peter","Providence, Rhode Island,"
2037,Cillian,NULL,Murphy,1976-05-25,"Cillian Murphy is an Irish film and theatre a","Douglas, Cork, Ireland"
2038,Naomie,NULL,Harris,1976-09-06,"From Wikipedia, the free encyclopedia.  Naomi","London, England, UK"
2039,Brendan,NULL,Gleeson,1955-03-29,"Brendan Gleeson is an Irish actor. His best-k","Dublin, Ireland"
2040,Christopher,NULL,Eccleston,1964-02-16,"From Wikipedia, the free encyclopedia.

Chris","Salford, Lancashire, Engl"
2047,Danny,NULL,Glover,1946-07-22,"From Wikipedia, the free encyclopedia

Danny ","San Francisco, California"
2048,Gary,NULL,Busey,1944-06-29,"​From Wikipedia, the free encyclopedia.  

Wi","Goose Creek, Texas, USA"
2049,Rubén,NULL,Blades,1948-07-16,"​From Wikipedia, the free encyclopedia.  

Ru"," Panama City, Panama"
2053,Bill,NULL,Paxton,1955-05-17,"From Wikipedia, the free encyclopedia

Willia","Fort Worth, Texas, USA"
2055,Robert,NULL,Davi,1951-06-26,"From Wikipedia, the free encyclopedia

Robert","Astoria, Queens, New York"
2076,David,NULL,Warner,1941-07-29,"​From Wikipedia, the free encyclopedia  David","Manchester, England, UK"
2128,Leigh,NULL,Whannell,1977-01-17,"From Wikipedia, the free encyclopedia.

Leigh","Melbourne, Australia"
2130,Cary,NULL,Elwes,1962-10-26,"Cary Elwes is the third son born to interior ","London, England, UK"
2131,Ken,NULL,Leung,1970-01-21,"​From Wikipedia, the free encyclopedia.  

Ke","New York City, New York, "
2141,Ned,NULL,Bellamy,1957-05-07,"​From Wikipedia, the free encyclopedia

Ned B","Dayton - Ohio - USA"
2144,Tobin,NULL,Bell,1942-08-07,"From Wikipedia, the free encyclopedia.  Tobin","Queens, New York City, Ne"
2157,Robin,NULL,Williams,1951-07-21,"Robin McLaurim Williams (born July 21, 1951) ","Chicago, Illinois, United"
2165,Rosanna,NULL,Arquette,1959-08-10,"Date of Birth 
10 August 1959, New York City,","New York City, New York, "
2169,Michael,NULL,Jeter,1952-08-26,"From Wikipedia, the free encyclopedia.

Micha","Lawrenceburg, Tennessee, "
2171,Griffin,NULL,Dunne,1955-06-08,"From Wikipedia, the free encyclopedia

Griffi","New York City, New York, "
2176,Tommy,Lee,Jones,1946-09-15,"Tommy Lee Jones (born September 15, 1946) is ","San Saba, Texas, USA"
2178,Forest,NULL,Whitaker,1961-07-15,"Forest Steven Whitaker was born on July 15, 1","Texas, USA"
2179,Suzy,NULL,Amis,1962-01-05,"From Wikipedia, the free encyclopedia.

Susan","Oklahoma City, Oklahoma, "
2192,Lambert,NULL,Wilson,1958-08-03,"From Wikipedia, the free encyclopedia.

Lambe","Neuilly-sur-Seine, France"
2201,Max,von,Sydow,1929-04-10,"From Wikipedia, the free encyclopedia.

Max v","Lund, Skåne län, Sweden"
2202,Steve,NULL,Harris,1965-12-03,"Steve J. Harris (born December 3, 1965) is an","Chicago, Illinois, USA"
2203,Neal,NULL,McDonough,1966-02-13,"Neal McDonough was trained at the London Acad","Dorchester, Massachusetts"
2206,Samantha,NULL,Morton,1977-05-13,"From Wikipedia, the free encyclopedia.  

Sam","Nottingham, Nottinghamshi"
2211,Gerald,R.,Molen,1935-01-06,"From Wikipedia, the free encyclopedia.

Geral","Great Falls, Montana, USA"
2219,Tobey,NULL,Maguire,1975-06-27,"​From Wikipedia, the free encyclopedia

Tobia","Santa Monica, California,"
2220,Tony,NULL,Curran,1969-12-13,"From Wikipedia, the free encyclopedia.

Antho","Glasgow, Scotland, UK"
2221,Leland,NULL,Orser,1960-08-06,"​From Wikipedia, the free encyclopedia.  

Le","San Francisco - Californi"
2223,Fred,NULL,Savage,1976-07-09,"​From Wikipedia, the free encyclopedia.

Fred","Chicago, Illinois, USA "
2224,Christian,NULL,Slater,1969-08-18,"From Wikipedia, the free encyclopedia  Christ","New York City, New York, "
2227,Nicole,NULL,Kidman,1967-06-20,"Nicole Mary Kidman, AC (born 20 June 1967) is","Honolulu, Hawaii, U.S"
2228,Sean,NULL,Penn,1960-08-17,"From Wikipedia, the free encyclopedia.  

Sea","Santa Monica, California,"
2229,Catherine,NULL,Keener,1959-03-23,"From Wikipedia, the free encyclopedia.

Cathe","Miami - Florida  USA"
2231,Samuel,L.,Jackson,1948-12-21,"Samuel Leroy Jackson (born December 21, 1948)","Washington - District of "
2232,Michael,NULL,Keaton,1951-09-05,"Michael John Douglas (born September 5, 1951)","Coraopolis, Pennsylvania,"
2233,Bridget,NULL,Fonda,1964-01-27,"From Wikipedia, the free encyclopedia

Bridge","Los Angeles, California, "
2234,Michael,NULL,Bowen,1953-06-21,"From Wikipedia, the free encyclopedia.

Micha","Houston - Texas - USA"
2244,Jesper,NULL,Christensen,1948-05-16,"From Wikipedia, the free encyclopedia.

Jespe","Copenhagen, Denmark"
2247,George,NULL,Harris,1949-10-20,"From Wikipedia, the free encyclopedia.  Georg","Grenada, West Indies"
2251,Hugo,NULL,Speer,1969-03-17,,
2282,Ben,NULL,Kingsley,1943-12-31,"Sir Ben Kingsley, CBE (born 31 December 1943)","Scarborough, Yorkshire, E"
2283,Stanley,NULL,Tucci,1960-11-11,"Stanley Tucci (born November 11, 1960) is an ","Peekskill, New York, USA"
2295,Mickey,NULL,Rourke,1952-09-16,"Philip Andre ""Mickey"" Rourke, Jr. (born Septe","Schenectady, New York, U."
2296,Clive,NULL,Owen,1964-10-03,"From Wikipedia, the free encyclopedia.

Clive","Keresley, Coventry, Warwi"
2310,Bruno,NULL,Ganz,1941-03-22,"Bruno Ganz debuted at the theatre in 1961 and","Zürich-Seebach, Switzerla"
2314,Peter,NULL,Falk,1927-09-16,"​From Wikipedia, the free encyclopedia.

Pete","New York City - New York "
2319,Maria,de,Medeiros,1965-08-19,"​From Wikipedia, the free encyclopedia.  Mari","Lisbon, Portugal"
2320,Julian,NULL,Richings,1955-09-08,"From Wikipedia, the free encyclopedia.

Julia",
2340,Barbara,NULL,Auer,1959-02-01,,
2368,Elya,NULL,Baskin,1950-08-11,"From Wikipedia, the free encyclopedia.  Elya ","Riga, Latvian Soviet Soci"
2372,Ron,NULL,Perlman,1950-04-13,"From Wikipedia, the free encyclopedia

Ronald","New York City, New York, "
2387,Patrick,NULL,Stewart,1940-07-13,"Patrick Hewes Stewart is an English film, tel","Mirfield, West Yorkshire,"
2388,Jonathan,NULL,Frakes,1952-08-19,"From Wikipedia, the free encyclopedia.

Jonat","Bellefonte - Pennsylvania"
2390,LeVar,NULL,Burton,1957-02-16,"From Wikipedia, the free encyclopedia.

Levar","Landstuhl - Rhineland-Pal"
2391,Michael,NULL,Dorn,1952-12-09,"From Wikipedia, the free encyclopedia.

Micha","Luling - Texas - USA"
2392,Gates,NULL,McFadden,1949-03-02,"From Wikipedia, the free encyclopedia.

Chery","Cuyahoga Falls - Ohio - U"
2393,Marina,NULL,Sirtis,1955-03-29,"From Wikipedia, the free encyclopedia.

Marin","London - England - UK"
2395,Whoopi,NULL,Goldberg,1955-11-13,"From Wikipedia, the free encyclopedia  Whoopi","New York City, New York, "
2406,Mathieu,NULL,Kassovitz,1967-08-03,"From Wikipedia, the free encyclopedia.

Mathi","Paris, France"
2411,Clotilde,NULL,Mollet,0000-00-00,,
2440,Bill,NULL,Nighy,1949-12-12,"From Wikipedia, the free encyclopedia  Willia","Surrey, England, UK "
2441,Tom,NULL,Hollander,1967-08-25,"Thomas Anthony ""Tom"" Hollander (born 25 Augus","Oxford, Oxfordshire, Engl"
2449,Kevin,NULL,McNally,1956-04-27,,"Bristol, England, UK"
2450,Lauren,NULL,Maher,0000-00-00,,
2451,Alex,NULL,Norton,1950-01-27,,
2452,Vanessa,NULL,Branch,1973-03-21,,
2453,Mary,NULL,Steenburgen,1953-02-08,"From Wikipedia, the free encyclopedia

Mary N","Newport - Arkansas - USA"
2461,Mel,NULL,Gibson,1956-01-03,"Mel Colm-Cille Gerard Gibson, AO (born Januar","Peekskill - New York - US"
2467,James,NULL,Cosmo,1948-05-24,"From Wikipedia, the free encyclopedia

James ","Clydebank, West Dunbarton"
2477,Stephen,NULL,Billington,1969-12-10,"From Wikipedia, the free encyclopedia.

Steph","Bolton, Lancashire, Engla"
2478,Tommy,NULL,Flanagan,1965-07-03,"From Wikipedia, the free encyclopedia.

Tommy","Glasgow, Scotland"
2482,David,NULL,O'Hara,1965-07-09,"From Wikipedia, the free encyclopedia.

David","Glasgow, Scotland"
2505,James,NULL,Cromwell,1940-01-27,"James Oliver Cromwell is an American film and","Los Angeles, California, "
2506,Alice,NULL,Krige,1954-06-28,"Alice Maud Krige was born in Upington, South ","Upington, South Africa"
2516,Anthony,NULL,Zerbe,1936-05-20,"From Wikipedia, the free encyclopedia.

Antho","Long Beach, California"
2517,Donna,NULL,Murphy,1959-03-07,"​From Wikipedia, the free encyclopedia

Donna","Corona, New York, USA"
2518,Gregg,NULL,Henry,1952-05-06,"From Wikipedia, the free encyclopedia.

Gregg","Lakewood, Colorado, USA"
2524,Tom,NULL,Hardy,1977-09-15,"​From Wikipedia, the free encyclopedia

Edwar","Hammersmith, London, UK"
2536,Michael,NULL,Parks,1940-04-24,"From Wikipedia, the free encyclopedia.

Micha","Corona, California, USA"
2537,Sonny,NULL,Chiba,1939-01-23,"From Wikipedia, the free encyclopedia.  Shini","Fukuoka, Japan"
2539,Julie,NULL,Dreyfus,1966-01-24,"rom Wikipedia, the free encyclopedia.  

Juli","Paris, France"
2545,Lawrence,NULL,Bender,1957-10-17,,
2547,Bruce,NULL,Boxleitner,1950-05-12,"From Wikipedia, the free encyclopedia.  

Bru","Elgin, Illinois, USA"
2598,Sophie,NULL,Okonedo,1969-01-01,"From Wikipedia, the free encyclopedia

Sophie","London, England, UK"
2606,Tony,NULL,Kgoroge,0000-00-00,,
2607,Fana,NULL,Mokoena,1971-05-13,"Fana Mokoena is a South African actor best kn",
2619,Simo,NULL,Mogwaza,0000-00-00,,
2628,Kiefer,NULL,Sutherland,1966-12-21,"​From Wikipedia, the free encyclopedia.

Kief","London, England, UK"
2629,Alun,NULL,Armstrong,1946-07-17,"From Wikipedia, the free encyclopedia

Alun A"," Annfield Plain, County D"
2632,Chris,NULL,Rock,1965-02-07,"Christopher Julius ""Chris"" Rock III (born Feb","Andrews, South Carolina, "
2639,Eva,Marie,Saint,1924-07-04,"From Wikipedia, the free encyclopedia

Eva Ma","Newark, New Jersey, USA"
2686,Tim,NULL,Burd,0000-00-00,,
2694,Josh,NULL,Charles,1971-09-15,"From Wikipedia, the free encyclopedia

Joshua","Baltimore, Maryland, USA"
2695,Dylan,NULL,Kussman,0000-00-00,"From Wikipedia, the free encyclopedia.

Dylan",
2712,Michael,NULL,Biehn,1956-07-31,"From Wikipedia, the free encyclopedia.

Micha","Anniston, Alabama, USA"
2713,Linda,NULL,Hamilton,1956-09-26,"From Wikipedia, the free encyclopedia

Linda ","Salisbury, Maryland"
2714,Lance,NULL,Henriksen,1940-05-05,"From Wikipedia, the free encyclopedia

Lance ","New York City, New York, "
2715,Bess,NULL,Motta,1958-02-10,,
2716,Earl,NULL,Boen,1945-11-07,,
2717,Rick,NULL,Rossovich,1957-08-28,"From Wikipedia, the free encyclopedia.

Rick ","Palo Alto, California, US"
2719,Brian,NULL,Thompson,1959-08-28,"​From Wikipedia, the free encyclopedia  Brian","Ellensburg, Washington, U"
